Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State
OD232,Komal,Beverages,Soft Drinks,Namakkal,04-07-2018,South,14.5,0.22,4.35,Tamil Nadu
OD233,Komal,Food Grains,Dals & Pulses,Salem,04-07-2018,South,8.09,0.18,2.43,Tamil Nadu
OD234,Ramesh,Snacks,Cookies,Ooty,04-07-2018,South,18.09,0.22,2.71,Tamil Nadu
OD235,Mathew,Beverages,Soft Drinks,Viluppuram,04-07-2018,South,20.04,0.12,5.41,Tamil Nadu
OD236,Vince,Fruits & Veggies,Organic Fruits,Nagercoil,04-07-2018,South,19.43,0.17,7.58,Tamil Nadu
OD237,Shah,Bakery,Cakes,Bodi,11-12-2018,West,6.37,0.16,2.42,Tamil Nadu
OD238,Ravi,Bakery,Breads & Buns,Ramanadhapuram,06-04-2017,Central,21.2,0.31,2.12,Tamil Nadu
OD239,Adavan,Fruits & Veggies,Organic Vegetables,Bodi,06-04-2017,Central,14.51,0.15,5.08,Tamil Nadu
OD240,Arvind,Snacks,Cookies,Trichy,06-04-2017,Central,24.42,0.14,1.22,Tamil Nadu
OD241,Ramesh,Bakery,Cakes,Nagercoil,06-04-2017,Central,9.43,0.33,4.15,Tamil Nadu
OD242,Malik,Beverages,Health Drinks,Coimbatore,06-04-2017,Central,14.03,0.3,2.11,Tamil Nadu
OD243,Muneer,Oil & Masala,Edible Oil & Ghee,Virudhunagar,06-04-2017,Central,5.13,0.12,0.77,Tamil Nadu
OD244,Amy,Oil & Masala,Masalas,Chennai,06-04-2017,Central,15.09,0.11,6.34,Tamil Nadu
OD245,Roshan,Bakery,Biscuits,Coimbatore,06-01-2015,Central,8.01,0.15,3.2,Tamil Nadu
OD246,Vinne,"Eggs, Meat & Fish",Fish,Kanyakumari,06-01-2015,Central,24.13,0.31,3.62,Tamil Nadu
OD247,Sudeep,Fruits & Veggies,Organic Fruits,Perambalur,06-01-2015,Central,9.43,0.21,2.83,Tamil Nadu
OD248,Ridhesh,Beverages,Health Drinks,Cumbum,06-01-2015,Central,5.27,0.19,0.58,Tamil Nadu
OD249,Ravi,Snacks,Cookies,Ooty,06-01-2015,Central,15.25,0.17,4.73,Tamil Nadu
OD250,James,Beverages,Health Drinks,Vellore,12-10-2017,West,20.9,0.26,9.41,Tamil Nadu
OD251,Mathew,Beverages,Health Drinks,Tirunelveli,09-11-2017,West,14.45,0.14,2.31,Tamil Nadu
OD252,Amrish,Beverages,Health Drinks,Dindigul,09-11-2017,West,5.2,0.14,1.25,Tamil Nadu
OD253,Ramesh,Food Grains,Rice,Pudukottai,12-10-2017,East,17.34,0.19,6.24,Tamil Nadu
OD254,Surya,Fruits & Veggies,Organic Vegetables,Pudukottai,12-10-2017,East,12.32,0.34,0.62,Tamil Nadu
OD255,Veronica,Food Grains,Rice,Ramanadhapuram,11/28/2016,Central,18.61,0.27,1.67,Tamil Nadu
OD256,Harish,Fruits & Veggies,Fresh Fruits,Tirunelveli,11/28/2016,Central,18.9,0.3,6.05,Tamil Nadu
OD257,Ravi,Beverages,Soft Drinks,Ooty,11/28/2016,Central,23.69,0.1,9.71,Tamil Nadu
OD258,Sundar,"Eggs, Meat & Fish",Mutton,Chennai,11/28/2016,Central,14.14,0.25,4.67,Tamil Nadu
OD259,Esther,Beverages,Soft Drinks,Dharmapuri,12-01-2018,East,6.47,0.29,2.85,Tamil Nadu
OD260,Shree,Bakery,Breads & Buns,Salem,12-01-2018,East,20.72,0.32,3.52,Tamil Nadu
OD261,Sabeela,Oil & Masala,Masalas,Tenkasi,12-01-2018,East,12.52,0.14,0.63,Tamil Nadu
OD262,Ravi,Food Grains,Organic Staples,Krishnagiri,06-08-2018,Central,8.5,0.18,2.12,Tamil Nadu
OD263,Roshan,Food Grains,Organic Staples,Kanyakumari,9/19/2015,Central,9.24,0.33,1.48,Tamil Nadu
OD264,Vince,Beverages,Soft Drinks,Theni,9/19/2015,Central,17.99,0.17,2.7,Tamil Nadu
OD265,Jonas,"Eggs, Meat & Fish",Fish,Cumbum,06-06-2017,Central,11.76,0.19,4.12,Tamil Nadu
OD266,Harish,Fruits & Veggies,Organic Vegetables,Tirunelveli,11-10-2016,West,11.44,0.18,2.52,Tamil Nadu
OD267,Shah,"Eggs, Meat & Fish",Chicken,Perambalur,6/16/2018,South,6.82,0.34,1.36,Tamil Nadu
OD268,Arvind,Oil & Masala,Masalas,Virudhunagar,1/22/2017,East,24.5,0.33,4.16,Tamil Nadu
OD269,Adavan,Bakery,Cakes,Dharmapuri,12-09-2018,East,14.77,0.16,1.77,Tamil Nadu
OD270,Suresh,Beverages,Soft Drinks,Namakkal,12-09-2018,East,15.8,0.11,6.0,Tamil Nadu
OD271,Esther,Snacks,Noodles,Theni,12/28/2018,West,7.49,0.11,1.57,Tamil Nadu
OD272,Krithika,Snacks,Noodles,Tenkasi,7/30/2016,West,8.66,0.31,2.77,Tamil Nadu
OD273,Muneer,Fruits & Veggies,Organic Fruits,Viluppuram,7/30/2016,West,23.94,0.23,7.66,Tamil Nadu
OD274,Hafiz,Bakery,Cakes,Vellore,7/30/2016,West,11.24,0.27,1.35,Tamil Nadu
OD275,Krithika,Fruits & Veggies,Organic Vegetables,Coimbatore,9/16/2018,West,18.61,0.21,4.84,Tamil Nadu
OD276,Amrish,Bakery,Cakes,Pudukottai,9/16/2018,West,7.29,0.11,0.66,Tamil Nadu
OD277,Shah,"Eggs, Meat & Fish",Fish,Ramanadhapuram,10/13/2018,East,7.96,0.17,2.79,Tamil Nadu
OD278,Ram,Oil & Masala,Masalas,Virudhunagar,10/13/2018,East,8.45,0.2,1.35,Tamil Nadu
OD279,Arutra,Snacks,Chocolates,Virudhunagar,10/13/2018,East,10.4,0.13,2.81,Tamil Nadu
OD280,Sabeela,Fruits & Veggies,Fresh Vegetables,Pudukottai,10/13/2018,East,23.18,0.31,5.1,Tamil Nadu
OD281,Vidya,Snacks,Chocolates,Karur,9/26/2016,Central,13.93,0.14,4.46,Tamil Nadu
OD282,Roshan,Fruits & Veggies,Organic Vegetables,Perambalur,9/26/2016,Central,13.3,0.24,1.99,Tamil Nadu
OD283,Sheeba,Beverages,Soft Drinks,Chennai,11-02-2016,West,9.87,0.24,4.24,Tamil Nadu
OD284,Amrish,Bakery,Biscuits,Kanyakumari,9/26/2016,West,15.13,0.26,1.36,Tamil Nadu
OD285,Kumar,Fruits & Veggies,Organic Vegetables,Salem,9/26/2016,West,15.06,0.18,5.87,Tamil Nadu
OD286,Ridhesh,Bakery,Breads & Buns,Ooty,9/26/2016,West,14.99,0.18,1.65,Tamil Nadu
OD287,Hafiz,Oil & Masala,Spices,Tirunelveli,12/18/2017,South,24.11,0.15,7.23,Tamil Nadu
OD288,Sudha,Snacks,Noodles,Cumbum,12/18/2017,South,9.56,0.35,4.21,Tamil Nadu
OD289,Suresh,Fruits & Veggies,Organic Fruits,Coimbatore,12/18/2017,South,10.84,0.19,2.93,Tamil Nadu
OD290,Jonas,Bakery,Biscuits,Tirunelveli,11/20/2017,East,11.42,0.17,2.4,Tamil Nadu
OD291,Jonas,Food Grains,Rice,Chennai,11/20/2017,East,12.19,0.14,4.88,Tamil Nadu
OD292,Amrish,Fruits & Veggies,Organic Fruits,Madurai,11/20/2017,East,19.52,0.34,4.1,Tamil Nadu
OD293,Sheeba,"Eggs, Meat & Fish",Eggs,Ooty,11/20/2017,East,13.68,0.16,2.33,Tamil Nadu
OD294,Ram,Snacks,Chocolates,Ramanadhapuram,12/26/2015,West,8.32,0.19,2.58,Tamil Nadu
OD295,Sheeba,Oil & Masala,Masalas,Dharmapuri,12/26/2015,West,24.38,0.14,5.36,Tamil Nadu
OD296,Muneer,Food Grains,Rice,Dharmapuri,12/26/2015,West,8.23,0.25,1.81,Tamil Nadu
OD297,Aditi,Oil & Masala,Edible Oil & Ghee,Krishnagiri,12/26/2015,West,17.84,0.21,5.17,Tamil Nadu
OD298,Roshan,Oil & Masala,Masalas,Bodi,12/26/2015,West,19.3,0.15,6.17,Tamil Nadu
OD299,Sundar,Food Grains,Organic Staples,Virudhunagar,10/28/2017,East,22.16,0.23,9.75,Tamil Nadu
OD300,Sudha,"Eggs, Meat & Fish",Mutton,Namakkal,10/28/2017,East,17.57,0.21,2.99,Tamil Nadu
OD301,Haseena,Bakery,Breads & Buns,Ooty,10/28/2017,East,6.31,0.33,0.95,Tamil Nadu
OD302,Willams,Oil & Masala,Edible Oil & Ghee,Viluppuram,10/28/2017,East,13.32,0.17,4.13,Tamil Nadu
OD303,Veronica,Bakery,Breads & Buns,Dharmapuri,10/28/2017,East,15.23,0.23,6.7,Tamil Nadu
OD304,Muneer,Snacks,Cookies,Tenkasi,11/19/2018,Central,20.48,0.25,2.87,Tamil Nadu
OD305,Anu,Oil & Masala,Edible Oil & Ghee,Kanyakumari,05-04-2016,East,9.12,0.14,2.92,Tamil Nadu
OD306,Veronica,Bakery,Breads & Buns,Salem,12/30/2015,Central,11.34,0.2,3.97,Tamil Nadu
OD307,Verma,Fruits & Veggies,Fresh Fruits,Ooty,06-01-2015,East,23.48,0.35,3.76,Tamil Nadu
OD308,Sundar,Oil & Masala,Spices,Pudukottai,06-01-2015,East,16.43,0.18,5.75,Tamil Nadu
OD309,Esther,Snacks,Cookies,Tenkasi,4/15/2018,South,5.78,0.27,1.97,Tamil Nadu
OD310,Vinne,Snacks,Noodles,Namakkal,09-12-2017,West,13.73,0.26,1.92,Tamil Nadu
OD311,Peer,Oil & Masala,Edible Oil & Ghee,Viluppuram,09-12-2017,West,6.64,0.29,1.86,Tamil Nadu
OD312,Harish,Snacks,Chocolates,Vellore,09-12-2017,West,23.69,0.28,7.82,Tamil Nadu
OD313,Willams,Beverages,Soft Drinks,Theni,09-12-2017,West,21.67,0.18,6.28,Tamil Nadu
OD314,Vidya,Fruits & Veggies,Fresh Fruits,Perambalur,9/27/2015,East,23.44,0.15,3.99,Tamil Nadu
OD315,Arutra,"Eggs, Meat & Fish",Mutton,Krishnagiri,08-09-2015,South,17.98,0.29,6.47,Tamil Nadu
OD316,Malik,Snacks,Noodles,Chennai,08-09-2015,South,22.35,0.22,7.6,Tamil Nadu
OD317,Peer,Fruits & Veggies,Fresh Vegetables,Cumbum,12/28/2015,East,15.51,0.21,1.71,Tamil Nadu
OD318,Arvind,Bakery,Cakes,Vellore,11-04-2015,East,11.01,0.23,0.88,Tamil Nadu
OD319,Sudeep,Snacks,Cookies,Viluppuram,11-04-2015,East,10.57,0.24,4.02,Tamil Nadu
OD320,Arvind,Food Grains,Organic Staples,Krishnagiri,11-04-2015,East,10.06,0.16,3.22,Tamil Nadu
OD321,Alan,Fruits & Veggies,Fresh Vegetables,Dharmapuri,11-04-2015,East,17.36,0.28,5.9,Tamil Nadu
OD322,Sheeba,Oil & Masala,Spices,Karur,11-04-2015,East,11.48,0.16,3.56,Tamil Nadu
OD323,Arvind,Bakery,Cakes,Pudukottai,9/19/2015,West,6.59,0.16,1.38,Tamil Nadu
OD324,Anu,Beverages,Health Drinks,Dindigul,4/23/2017,West,8.31,0.21,2.24,Tamil Nadu
OD325,Amrish,Fruits & Veggies,Fresh Vegetables,Pudukottai,4/23/2017,West,20.36,0.21,8.96,Tamil Nadu
OD326,Ravi,Food Grains,Rice,Krishnagiri,11-03-2018,South,13.72,0.17,3.98,Tamil Nadu
OD327,Verma,Fruits & Veggies,Fresh Vegetables,Cumbum,8/30/2017,East,9.26,0.22,2.22,Tamil Nadu
OD328,Arutra,Beverages,Health Drinks,Vellore,8/30/2017,East,5.78,0.22,0.81,Tamil Nadu
OD329,Malik,Beverages,Health Drinks,Dharmapuri,8/30/2017,East,15.51,0.3,3.1,Tamil Nadu
OD330,Vidya,Beverages,Health Drinks,Pudukottai,8/30/2017,East,15.03,0.15,2.41,Tamil Nadu
OD331,Krithika,Snacks,Noodles,Karur,8/30/2017,East,20.9,0.12,4.81,Tamil Nadu
OD332,Shree,Fruits & Veggies,Organic Fruits,Trichy,4/25/2017,East,19.81,0.19,7.33,Tamil Nadu
OD333,Shree,Beverages,Health Drinks,Salem,4/25/2017,East,17.88,0.17,1.61,Tamil Nadu
OD334,Akash,Bakery,Breads & Buns,Nagercoil,4/25/2017,East,19.88,0.35,5.97,Tamil Nadu
OD335,Verma,Oil & Masala,Spices,Perambalur,09-01-2016,West,12.03,0.25,4.33,Tamil Nadu
OD336,Yadav,Food Grains,Rice,Perambalur,09-01-2016,West,14.71,0.24,2.06,Tamil Nadu
OD337,Alan,Fruits & Veggies,Organic Vegetables,Nagercoil,09-01-2016,West,10.72,0.26,4.07,Tamil Nadu
OD338,Hussain,Bakery,Cakes,Dharmapuri,07-12-2015,West,11.55,0.2,1.04,Tamil Nadu
OD339,Suresh,Food Grains,Atta & Flour,Viluppuram,07-12-2015,West,11.04,0.29,4.09,Tamil Nadu
OD340,Willams,Bakery,Biscuits,Namakkal,6/22/2016,West,5.89,0.26,2.3,Tamil Nadu
OD341,Hussain,Oil & Masala,Edible Oil & Ghee,Chennai,4/13/2015,East,16.63,0.21,5.49,Tamil Nadu
OD342,Sundar,Beverages,Soft Drinks,Ooty,4/13/2015,East,20.53,0.35,4.93,Tamil Nadu
OD343,Harish,"Eggs, Meat & Fish",Chicken,Salem,4/13/2015,East,11.09,0.24,2.11,Tamil Nadu
OD344,Suresh,Fruits & Veggies,Organic Vegetables,Nagercoil,4/13/2015,East,15.3,0.35,6.27,Tamil Nadu
OD345,Vinne,"Eggs, Meat & Fish",Chicken,Coimbatore,12/20/2016,Central,12.13,0.1,2.91,Tamil Nadu
OD346,Willams,Bakery,Breads & Buns,Tenkasi,6/15/2018,West,20.27,0.32,1.62,Tamil Nadu
OD347,Suresh,Fruits & Veggies,Organic Vegetables,Pudukottai,07-08-2018,East,10.91,0.21,3.49,Tamil Nadu
OD348,Roshan,Food Grains,Rice,Theni,07-08-2018,East,19.27,0.1,6.17,Tamil Nadu
OD349,Haseena,"Eggs, Meat & Fish",Chicken,Madurai,07-08-2018,East,20.95,0.13,6.7,Tamil Nadu
OD350,Sabeela,Food Grains,Atta & Flour,Bodi,09-01-2017,East,9.58,0.17,0.67,Tamil Nadu
OD351,Willams,Fruits & Veggies,Fresh Vegetables,Karur,09-01-2017,East,19.74,0.26,6.71,Tamil Nadu
OD352,Shah,Bakery,Breads & Buns,Viluppuram,09-01-2017,East,6.32,0.21,1.83,Tamil Nadu
OD353,Krithika,Food Grains,Rice,Karur,09-01-2017,East,21.5,0.12,6.67,Tamil Nadu
OD354,Vidya,Beverages,Health Drinks,Ooty,09-01-2017,East,12.19,0.17,0.61,Tamil Nadu
OD355,Surya,Bakery,Biscuits,Kanyakumari,04-08-2017,East,7.28,0.35,2.84,Tamil Nadu
OD356,Yadav,Fruits & Veggies,Fresh Vegetables,Ramanadhapuram,04-08-2017,East,24.25,0.21,5.82,Tamil Nadu
OD357,Malik,Snacks,Cookies,Trichy,04-08-2017,East,14.64,0.2,0.73,Tamil Nadu
OD358,Vidya,Oil & Masala,Spices,Coimbatore,04-08-2017,East,11.51,0.19,3.22,Tamil Nadu
OD359,Sabeela,Fruits & Veggies,Organic Vegetables,Virudhunagar,4/23/2017,South,10.41,0.35,4.27,Tamil Nadu
OD360,Ridhesh,Fruits & Veggies,Organic Vegetables,Pudukottai,03-08-2018,South,22.51,0.13,5.18,Tamil Nadu
OD361,Amrish,Snacks,Noodles,Namakkal,03-08-2018,South,5.51,0.13,0.55,Tamil Nadu
OD362,Veena,"Eggs, Meat & Fish",Eggs,Perambalur,9/25/2018,East,20.08,0.13,6.43,Tamil Nadu
OD363,Veronica,"Eggs, Meat & Fish",Eggs,Kanyakumari,9/25/2018,East,5.59,0.22,1.23,Tamil Nadu
OD364,Krithika,"Eggs, Meat & Fish",Mutton,Karur,9/25/2018,East,12.11,0.35,3.27,Tamil Nadu
OD365,Haseena,Beverages,Health Drinks,Bodi,9/25/2018,East,10.48,0.32,4.5,Tamil Nadu
OD366,Roshan,Bakery,Cakes,Namakkal,9/24/2015,West,19.07,0.27,6.1,Tamil Nadu
OD367,Yusuf,Snacks,Noodles,Dindigul,10/21/2017,East,5.83,0.11,1.92,Tamil Nadu
OD368,Amrish,"Eggs, Meat & Fish",Mutton,Ramanadhapuram,10/21/2017,East,23.9,0.21,6.45,Tamil Nadu
OD369,Vince,Bakery,Biscuits,Karur,10/21/2017,East,23.67,0.24,5.44,Tamil Nadu
OD370,Mathew,Oil & Masala,Spices,Tirunelveli,10/21/2017,East,16.9,0.27,3.55,Tamil Nadu
OD371,Malik,Fruits & Veggies,Fresh Vegetables,Tenkasi,5/29/2018,Central,6.74,0.21,1.15,Tamil Nadu
OD372,Sudeep,Food Grains,Rice,Karur,5/29/2018,Central,16.64,0.16,3.33,Tamil Nadu
OD373,Arvind,Bakery,Breads & Buns,Pudukottai,7/23/2015,West,16.32,0.33,2.12,Tamil Nadu
OD374,Shah,Beverages,Health Drinks,Ooty,7/23/2015,West,12.83,0.13,0.77,Tamil Nadu
OD375,Sharon,Oil & Masala,Spices,Vellore,7/23/2015,West,8.87,0.32,0.71,Tamil Nadu
OD376,Hussain,"Eggs, Meat & Fish",Mutton,Theni,7/23/2015,West,22.26,0.35,2.89,Tamil Nadu
OD377,Ganesh,Snacks,Chocolates,Pudukottai,9/28/2017,Central,20.49,0.27,5.12,Tamil Nadu
OD378,Ganesh,Food Grains,Atta & Flour,Salem,8/27/2018,East,18.79,0.28,1.69,Tamil Nadu
OD379,Sudeep,Food Grains,Rice,Cumbum,4/28/2016,Central,6.28,0.17,1.76,Tamil Nadu
OD380,Hussain,Oil & Masala,Spices,Salem,4/28/2016,Central,11.68,0.26,4.09,Tamil Nadu
OD381,Krithika,Food Grains,Rice,Ooty,4/28/2016,Central,11.09,0.21,4.55,Tamil Nadu
OD382,Ram,Oil & Masala,Masalas,Namakkal,10/28/2017,West,16.92,0.27,2.2,Tamil Nadu
OD383,Mathew,"Eggs, Meat & Fish",Mutton,Pudukottai,10/28/2017,West,10.3,0.34,3.71,Tamil Nadu
OD384,Jackson,Beverages,Health Drinks,Trichy,6/26/2016,Central,20.67,0.19,3.31,Tamil Nadu
OD385,Surya,"Eggs, Meat & Fish",Mutton,Virudhunagar,11/27/2016,South,12.85,0.14,3.08,Tamil Nadu
OD386,Sabeela,Fruits & Veggies,Organic Fruits,Ooty,11/27/2016,South,7.44,0.1,2.6,Tamil Nadu
OD387,Esther,Bakery,Biscuits,Virudhunagar,12-03-2016,East,21.57,0.21,4.53,Tamil Nadu
OD388,Harish,Snacks,Cookies,Pudukottai,12-03-2016,East,19.25,0.22,3.08,Tamil Nadu
OD389,Malik,Snacks,Chocolates,Chennai,11/24/2015,East,18.6,0.19,6.88,Tamil Nadu
OD390,Shree,Bakery,Biscuits,Coimbatore,12-11-2018,East,22.36,0.19,1.12,Tamil Nadu
OD391,Jonas,Bakery,Breads & Buns,Karur,12-11-2018,East,22.48,0.18,5.85,Tamil Nadu
OD392,Hafiz,Oil & Masala,Spices,Coimbatore,9/21/2015,West,21.69,0.34,9.76,Tamil Nadu
OD393,Hussain,Food Grains,Atta & Flour,Dharmapuri,9/21/2015,West,17.61,0.3,2.64,Tamil Nadu
OD394,Ridhesh,Oil & Masala,Edible Oil & Ghee,Pudukottai,06-07-2015,Central,18.74,0.29,3.75,Tamil Nadu
OD395,Suresh,Food Grains,Rice,Bodi,6/30/2018,West,18.28,0.11,3.47,Tamil Nadu
OD396,Sheeba,Bakery,Cakes,Kanyakumari,10/17/2018,East,18.01,0.24,7.39,Tamil Nadu
OD397,Ram,Beverages,Soft Drinks,Karur,10/17/2018,East,15.93,0.23,1.91,Tamil Nadu
OD398,Rumaiza,Snacks,Noodles,Kanyakumari,10/31/2016,Central,6.34,0.33,0.7,Tamil Nadu
OD399,Mathew,Bakery,Breads & Buns,Trichy,09-08-2017,Central,10.21,0.2,1.74,Tamil Nadu
OD400,Veronica,Beverages,Health Drinks,Virudhunagar,09-08-2017,Central,14.89,0.23,3.13,Tamil Nadu
OD401,Yadav,Beverages,Health Drinks,Perambalur,09-08-2017,Central,5.21,0.26,1.46,Tamil Nadu
OD402,Adavan,"Eggs, Meat & Fish",Chicken,Ooty,09-08-2017,Central,14.47,0.23,0.72,Tamil Nadu
OD403,Willams,Bakery,Cakes,Tenkasi,12/24/2015,South,6.93,0.14,0.97,Tamil Nadu
OD404,Shree,Snacks,Cookies,Cumbum,4/16/2015,South,17.13,0.24,3.08,Tamil Nadu
OD405,Alan,Oil & Masala,Masalas,Virudhunagar,12/24/2018,East,22.12,0.15,3.54,Tamil Nadu
OD406,Kumar,Food Grains,Atta & Flour,Perambalur,12-08-2018,West,7.47,0.31,1.94,Tamil Nadu
OD407,Sharon,Food Grains,Rice,Tenkasi,12-08-2018,West,8.86,0.17,0.62,Tamil Nadu
OD408,Ravi,Fruits & Veggies,Fresh Fruits,Krishnagiri,12-08-2018,West,9.39,0.18,1.78,Tamil Nadu
OD409,Surya,Beverages,Soft Drinks,Trichy,12-08-2018,West,21.49,0.33,8.81,Tamil Nadu
OD410,Krithika,"Eggs, Meat & Fish",Eggs,Krishnagiri,12-08-2018,West,8.13,0.14,0.65,Tamil Nadu
OD411,Krithika,Bakery,Cakes,Nagercoil,12-08-2018,West,15.0,0.28,4.95,Tamil Nadu
OD412,Harish,Snacks,Cookies,Coimbatore,12-08-2018,West,23.08,0.14,7.39,Tamil Nadu
OD413,Jonas,Oil & Masala,Edible Oil & Ghee,Perambalur,12-08-2018,West,8.99,0.19,2.52,Tamil Nadu
OD414,Ridhesh,Bakery,Breads & Buns,Dharmapuri,12-08-2018,West,14.04,0.25,4.49,Tamil Nadu
OD415,Sudha,"Eggs, Meat & Fish",Fish,Namakkal,11-03-2018,West,22.01,0.31,9.46,Tamil Nadu
OD416,Arvind,Food Grains,Dals & Pulses,Salem,11-03-2018,West,20.87,0.23,9.18,Tamil Nadu
OD417,Ramesh,Snacks,Cookies,Dindigul,6/24/2018,West,24.12,0.18,3.86,Tamil Nadu
OD418,Amrish,Beverages,Soft Drinks,Cumbum,4/14/2017,West,18.26,0.1,1.64,Tamil Nadu
OD419,Jackson,Food Grains,Dals & Pulses,Karur,11-06-2018,South,13.54,0.1,2.84,Tamil Nadu
OD420,Hussain,Beverages,Health Drinks,Tirunelveli,03-04-2018,West,7.91,0.32,0.87,Tamil Nadu
OD421,Shree,"Eggs, Meat & Fish",Fish,Virudhunagar,03-04-2018,West,12.47,0.24,2.99,Tamil Nadu
OD422,Komal,Fruits & Veggies,Organic Fruits,Perambalur,6/22/2015,West,15.89,0.15,4.61,Tamil Nadu
OD423,Malik,Bakery,Breads & Buns,Namakkal,10/19/2018,East,13.29,0.27,4.92,Tamil Nadu
OD424,Sheeba,Food Grains,Organic Staples,Vellore,10/19/2018,East,6.7,0.21,0.54,Tamil Nadu
OD425,Veena,Bakery,Cakes,Karur,8/21/2018,South,5.29,0.27,1.59,Tamil Nadu
OD426,Arvind,Beverages,Soft Drinks,Viluppuram,11/23/2018,Central,12.31,0.21,1.11,Tamil Nadu
OD427,Sudha,Beverages,Health Drinks,Tenkasi,11/23/2018,Central,5.69,0.2,2.11,Tamil Nadu
OD428,Amrish,Snacks,Noodles,Coimbatore,09-12-2015,East,6.93,0.1,2.22,Tamil Nadu
OD429,Willams,Fruits & Veggies,Organic Vegetables,Nagercoil,10-01-2018,Central,8.95,0.19,3.67,Tamil Nadu
OD430,Sudeep,Food Grains,Rice,Ooty,4/15/2017,South,4.97,0.33,0.94,Tamil Nadu
OD431,Harish,Fruits & Veggies,Fresh Fruits,Krishnagiri,4/15/2017,South,13.4,0.29,3.48,Tamil Nadu
OD432,Yusuf,Food Grains,Organic Staples,Coimbatore,4/15/2017,South,8.16,0.28,2.29,Tamil Nadu
OD433,Esther,Beverages,Soft Drinks,Madurai,4/15/2017,South,19.47,0.34,2.53,Tamil Nadu
OD434,Roshan,Bakery,Breads & Buns,Madurai,06-06-2017,East,11.29,0.11,2.6,Tamil Nadu
OD435,Rumaiza,Snacks,Noodles,Chennai,12/19/2015,South,13.35,0.12,5.07,Tamil Nadu
OD436,Haseena,Snacks,Cookies,Kanyakumari,12/19/2015,South,9.23,0.15,1.2,Tamil Nadu
OD437,Ram,"Eggs, Meat & Fish",Eggs,Dharmapuri,06-12-2017,Central,21.56,0.1,7.76,Tamil Nadu
OD438,Aditi,Snacks,Noodles,Tenkasi,06-12-2017,Central,8.44,0.25,2.53,Tamil Nadu
OD439,Sabeela,Oil & Masala,Masalas,Salem,9/15/2018,Central,16.15,0.33,4.36,Tamil Nadu
OD440,Malik,Fruits & Veggies,Organic Fruits,Perambalur,1/20/2018,East,17.69,0.23,2.12,Tamil Nadu
OD441,Sudeep,Fruits & Veggies,Fresh Vegetables,Coimbatore,09-05-2017,Central,6.08,0.3,0.73,Tamil Nadu
OD442,James,Snacks,Noodles,Ooty,09-05-2017,Central,11.92,0.27,5.36,Tamil Nadu
OD443,Sudha,"Eggs, Meat & Fish",Fish,Dindigul,09-05-2017,Central,6.72,0.3,0.34,Tamil Nadu
OD444,Amrish,Food Grains,Dals & Pulses,Karur,09-05-2017,Central,16.15,0.23,3.07,Tamil Nadu
OD445,Sudeep,Food Grains,Dals & Pulses,Salem,09-05-2017,Central,4.96,0.23,2.13,Tamil Nadu
OD446,Yadav,Snacks,Chocolates,Tirunelveli,09-05-2017,Central,15.47,0.21,3.4,Tamil Nadu
OD447,Malik,Snacks,Chocolates,Chennai,3/20/2018,Central,5.39,0.29,2.26,Tamil Nadu
OD448,Shree,Beverages,Soft Drinks,Namakkal,04-01-2017,East,19.8,0.22,8.31,Tamil Nadu
OD449,Ganesh,Bakery,Cakes,Pudukottai,04-01-2017,East,6.81,0.24,1.02,Tamil Nadu
OD450,Sudha,Food Grains,Dals & Pulses,Dharmapuri,04-01-2017,East,24.04,0.35,3.61,Tamil Nadu
OD451,Amy,Oil & Masala,Masalas,Pudukottai,04-01-2017,East,17.84,0.23,6.24,Tamil Nadu
OD452,Verma,"Eggs, Meat & Fish",Mutton,Virudhunagar,04-01-2017,East,4.98,0.28,1.49,Tamil Nadu
OD453,Veena,Oil & Masala,Edible Oil & Ghee,Virudhunagar,04-01-2017,East,24.1,0.23,8.43,Tamil Nadu
OD454,Esther,Oil & Masala,Masalas,Ramanadhapuram,10/20/2018,East,8.33,0.11,0.92,Tamil Nadu
OD455,Ramesh,Bakery,Biscuits,Coimbatore,10/20/2018,East,23.69,0.2,8.05,Tamil Nadu
OD456,Sharon,Snacks,Noodles,Ooty,12/13/2017,Central,7.79,0.3,2.03,Tamil Nadu
OD457,Ridhesh,Food Grains,Dals & Pulses,Tirunelveli,02-12-2015,West,20.99,0.26,6.51,Tamil Nadu
OD458,Akash,Food Grains,Dals & Pulses,Perambalur,9/26/2017,Central,15.11,0.2,6.35,Tamil Nadu
OD459,Muneer,"Eggs, Meat & Fish",Chicken,Dindigul,9/26/2017,Central,23.63,0.3,6.85,Tamil Nadu
OD460,Krithika,Food Grains,Atta & Flour,Viluppuram,12/15/2016,West,11.89,0.28,2.02,Tamil Nadu
OD461,Veronica,Food Grains,Atta & Flour,Namakkal,12/15/2016,West,4.97,0.1,0.99,Tamil Nadu
OD462,Ramesh,"Eggs, Meat & Fish",Eggs,Perambalur,12/15/2016,West,6.06,0.28,2.12,Tamil Nadu
OD463,Krithika,Beverages,Health Drinks,Vellore,4/22/2017,West,11.75,0.33,1.65,Tamil Nadu
OD464,Amrish,Food Grains,Organic Staples,Viluppuram,4/22/2017,West,21.56,0.23,4.74,Tamil Nadu
OD465,Krithika,Fruits & Veggies,Fresh Vegetables,Pudukottai,4/22/2017,West,12.13,0.27,5.1,Tamil Nadu
